,makespans,average_makespan,time,average_completions,average_slowdowns,reward
0,"[796, 798, 809, 798, 796, 800, 798, 799, 800, 794, 800, 798]",798.8333333333334,185.87621212005615,114.55426834768254,3.1860040871965665,"[-0.17544633017412387, -0.17580964970257765, -0.1778021978021978, -0.17544633017412387, -0.17580964970257765, -0.17617264919621228, -0.17580964970257765, -0.1759911894273128, -0.17508269018743108, -0.17617264919621228, -0.17617264919621228, -0.17580964970257765]"
1,"[800, 800, 801, 806, 804, 806, 808, 798, 796, 796, 798, 800]",801.0833333333334,180.25319266319275,113.8303100143492,3.180226844825747,"[-0.17617264919621228, -0.17617264919621228, -0.1763540290620872, -0.17725973169122497, -0.1768976897689769, -0.17725973169122497, -0.1776214552648934, -0.17580964970257765, -0.17544633017412387, -0.17544633017412387, -0.17580964970257765, -0.17617264919621228]"
2,"[805, 805, 798, 800, 800, 798, 801, 799, 800, 806, 800, 800]",801.0,176.16914534568787,113.79558779212697,3.1606882522867408,"[-0.177078750549934, -0.177078750549934, -0.17580964970257765, -0.17617264919621228, -0.17617264919621228, -0.17580964970257765, -0.1763540290620872, -0.1759911894273128, -0.17617264919621228, -0.17725973169122497, -0.17617264919621228, -0.17617264919621228]"
3,"[798, 799, 798, 795, 798, 808, 803, 800, 798, 795, 799, 800]",799.25,232.0755968093872,113.66017112546031,3.152848504842732,"[-0.17580964970257765, -0.1759911894273128, -0.17580964970257765, -0.17526455026455026, -0.17580964970257765, -0.1776214552648934, -0.17671654929577466, -0.17617264919621228, -0.17580964970257765, -0.17526455026455026, -0.1759911894273128, -0.17617264919621228]"
4,"[805, 805, 799, 796, 798, 803, 799, 800, 800, 800, 795, 794]",799.5,181.1124165058136,113.90149056990477,3.1628040868457465,"[-0.177078750549934, -0.177078750549934, -0.1759911894273128, -0.17544633017412387, -0.17580964970257765, -0.17671654929577466, -0.1759911894273128, -0.17617264919621228, -0.17617264919621228, -0.17617264919621228, -0.17526455026455026, -0.17508269018743108]"
5,"[799, 796, 795, 800, 801, 796, 800, 795, 803, 800, 800, 805]",799.1666666666666,175.71941542625427,113.5820461254603,3.15418733574103,"[-0.1759911894273128, -0.17544633017412387, -0.17526455026455026, -0.17617264919621228, -0.1763540290620872, -0.17544633017412387, -0.17526455026455026, -0.17617264919621228, -0.17671654929577466, -0.17617264919621228, -0.17617264919621228, -0.177078750549934]"
6,"[799, 795, 798, 794, 805, 796, 795, 799, 798, 795, 804, 796]",797.8333333333334,180.80923342704773,113.27822668101585,3.1396155151567284,"[-0.1759911894273128, -0.17526455026455026, -0.17580964970257765, -0.17508269018743108, -0.177078750549934, -0.17544633017412387, -0.17526455026455026, -0.1759911894273128, -0.17580964970257765, -0.17526455026455026, -0.1768976897689769, -0.17544633017412387]"
7,"[795, 798, 799, 798, 798, 799, 795, 794, 796, 794, 795, 805]",797.1666666666666,182.8910210132599,112.50218501434921,3.147341799959032,"[-0.17526455026455026, -0.1759911894273128, -0.17580964970257765, -0.17580964970257765, -0.17580964970257765, -0.1759911894273128, -0.17526455026455026, -0.17544633017412387, -0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.177078750549934]"
8,"[805, 794, 794, 795, 798, 795, 798, 795, 799, 800, 796, 798]",797.25,180.0072717666626,112.78517112546034,3.125752382240224,"[-0.177078750549934, -0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17580964970257765, -0.17526455026455026, -0.17580964970257765, -0.17526455026455026, -0.1759911894273128, -0.17617264919621228, -0.17544633017412387, -0.17580964970257765]"
9,"[797, 797, 797, 794, 795, 794, 794, 797, 796, 795, 801, 799]",796.3333333333334,196.44087624549866,113.05774056990475,3.1073439774219227,"[-0.17562802996914942, -0.17562802996914942, -0.17562802996914942, -0.17526455026455026, -0.17508269018743108, -0.17508269018743108, -0.17508269018743108, -0.17562802996914942, -0.17544633017412387, -0.17526455026455026, -0.1763540290620872, -0.1759911894273128]"
10,"[799, 794, 797, 795, 794, 794, 795, 795, 795, 796, 797, 799]",795.8333333333334,180.57333159446716,112.58551834768254,3.098742796761947,"[-0.1759911894273128, -0.17508269018743108, -0.17562802996914942, -0.17526455026455026, -0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17544633017412387, -0.17562802996914942, -0.1759911894273128]"
11,"[796, 798, 800, 795, 805, 794, 798, 796, 795, 794, 798, 795]",797.0,174.3631236553192,112.795587792127,3.105525595297824,"[-0.17544633017412387, -0.17580964970257765, -0.17617264919621228, -0.17526455026455026, -0.177078750549934, -0.17508269018743108, -0.17580964970257765, -0.17544633017412387, -0.17526455026455026, -0.17508269018743108, -0.17580964970257765, -0.17526455026455026]"
12,"[800, 795, 794, 798, 800, 805, 800, 798, 804, 799, 794, 803]",799.1666666666666,214.17965817451477,113.02128223657142,3.113967038387674,"[-0.17617264919621228, -0.17526455026455026, -0.17508269018743108, -0.17580964970257765, -0.17617264919621228, -0.177078750549934, -0.17617264919621228, -0.17580964970257765, -0.1768976897689769, -0.1759911894273128, -0.17508269018743108, -0.17671654929577466]"
13,"[796, 799, 798, 794, 800, 794, 795, 796, 798, 795, 794, 799]",796.5,177.28865814208984,114.18274056990477,3.200020255015017,"[-0.17544633017412387, -0.1759911894273128, -0.17580964970257765, -0.17508269018743108, -0.17617264919621228, -0.17508269018743108, -0.17526455026455026, -0.17544633017412387, -0.17580964970257765, -0.17526455026455026, -0.17508269018743108, -0.1759911894273128]"
14,"[795, 798, 798, 798, 805, 798, 798, 798, 795, 794, 800, 796]",797.75,177.61283802986145,113.80947668101588,3.1603964766761377,"[-0.17526455026455026, -0.17580964970257765, -0.17580964970257765, -0.17580964970257765, -0.177078750549934, -0.17580964970257765, -0.17580964970257765, -0.17580964970257765, -0.17526455026455026, -0.17508269018743108, -0.17617264919621228, -0.17544633017412387]"
15,"[795, 798, 795, 805, 798, 794, 795, 798, 796, 794, 795, 796]",796.5833333333334,239.1402235031128,113.71746279212698,3.1560907607080395,"[-0.17526455026455026, -0.17580964970257765, -0.17526455026455026, -0.177078750549934, -0.17580964970257765, -0.17508269018743108, -0.17526455026455026, -0.17580964970257765, -0.17544633017412387, -0.17508269018743108, -0.17526455026455026, -0.17544633017412387]"
16,"[798, 795, 796, 799, 796, 798, 798, 795, 795, 795, 795, 799]",796.5833333333334,185.54765105247498,113.46919890323808,3.155011791343464,"[-0.17580964970257765, -0.17526455026455026, -0.17544633017412387, -0.1759911894273128, -0.17580964970257765, -0.17544633017412387, -0.17580964970257765, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.1759911894273128]"
17,"[794, 798, 796, 798, 795, 801, 794, 798, 797, 795, 796, 801]",796.9166666666666,242.81240820884705,113.467462792127,3.1564197922420383,"[-0.17508269018743108, -0.17580964970257765, -0.17544633017412387, -0.17580964970257765, -0.17526455026455026, -0.1763540290620872, -0.17508269018743108, -0.17580964970257765, -0.17562802996914942, -0.17526455026455026, -0.17544633017412387, -0.1763540290620872]"
18,"[798, 795, 798, 798, 801, 798, 795, 795, 797, 800, 794, 800]",797.4166666666666,184.92364621162415,113.25912945879365,3.1412606891098416,"[-0.17580964970257765, -0.17526455026455026, -0.17580964970257765, -0.17580964970257765, -0.1763540290620872, -0.17580964970257765, -0.17526455026455026, -0.17526455026455026, -0.17562802996914942, -0.17617264919621228, -0.17508269018743108, -0.17617264919621228]"
19,"[795, 798, 794, 800, 796, 795, 798, 797, 795, 794, 796, 796]",796.1666666666666,183.96334648132324,113.12024056990475,3.153718353538372,"[-0.17526455026455026, -0.17580964970257765, -0.17508269018743108, -0.17617264919621228, -0.17544633017412387, -0.17526455026455026, -0.17580964970257765, -0.17562802996914942, -0.17526455026455026, -0.17508269018743108, -0.17544633017412387, -0.17544633017412387]"
20,"[794, 794, 795, 795, 795, 795, 796, 798, 799, 799, 799, 795]",796.1666666666666,180.03440403938293,112.89628223657142,3.1405820025612194,"[-0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17544633017412387, -0.17580964970257765, -0.1759911894273128, -0.1759911894273128, -0.1759911894273128, -0.17526455026455026]"
21,"[802, 796, 794, 797, 797, 800, 794, 794, 804, 803, 798, 797]",798.0,178.82542419433594,112.67232390323808,3.135589231163402,"[-0.17653532907770195, -0.17544633017412387, -0.17562802996914942, -0.17508269018743108, -0.17562802996914942, -0.17617264919621228, -0.17508269018743108, -0.17508269018743108, -0.17580964970257765, -0.1768976897689769, -0.17671654929577466, -0.17562802996914942]"
22,"[794, 795, 795, 795, 798, 795, 794, 799, 794, 803, 795, 794]",795.9166666666666,182.21863746643066,112.53864334768252,3.149778614985482,"[-0.17508269018743108, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17580964970257765, -0.17526455026455026, -0.17508269018743108, -0.1759911894273128, -0.17508269018743108, -0.17671654929577466, -0.17526455026455026, -0.17508269018743108]"
23,"[794, 798, 799, 794, 795, 795, 799, 795, 796, 795, 797, 799]",796.3333333333334,186.24134707450867,112.44142112546031,3.13917811554613,"[-0.17508269018743108, -0.17580964970257765, -0.17526455026455026, -0.1759911894273128, -0.17508269018743108, -0.17526455026455026, -0.1759911894273128, -0.17526455026455026, -0.17544633017412387, -0.17526455026455026, -0.17562802996914942, -0.1759911894273128]"
24,"[795, 794, 797, 800, 794, 795, 795, 795, 795, 800, 800, 798]",796.5,189.78881120681763,112.80253223657144,3.070348049653228,"[-0.17526455026455026, -0.17508269018743108, -0.17562802996914942, -0.17617264919621228, -0.17508269018743108, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17617264919621228, -0.17617264919621228, -0.17580964970257765]"
25,"[795, 794, 797, 796, 798, 795, 795, 794, 799, 795, 794, 798]",795.8333333333334,188.12492990493774,112.09072668101588,3.1222556353889597,"[-0.17526455026455026, -0.17508269018743108, -0.17562802996914942, -0.17544633017412387, -0.17580964970257765, -0.17526455026455026, -0.17526455026455026, -0.17508269018743108, -0.1759911894273128, -0.17526455026455026, -0.17508269018743108, -0.17580964970257765]"
26,"[801, 795, 800, 794, 794, 796, 800, 798, 798, 799, 794, 796]",797.0833333333334,242.10022282600403,112.10461556990477,3.0899878914243217,"[-0.1763540290620872, -0.17526455026455026, -0.17617264919621228, -0.17508269018743108, -0.17544633017412387, -0.17508269018743108, -0.17617264919621228, -0.17580964970257765, -0.17580964970257765, -0.1759911894273128, -0.17508269018743108, -0.17544633017412387]"
27,"[796, 795, 796, 795, 796, 795, 795, 800, 794, 794, 794, 796]",795.5,186.97304344177246,112.32857390323811,3.108005735894593,"[-0.17544633017412387, -0.17526455026455026, -0.17544633017412387, -0.17526455026455026, -0.17544633017412387, -0.17526455026455026, -0.17526455026455026, -0.17617264919621228, -0.17508269018743108, -0.17508269018743108, -0.17508269018743108, -0.17544633017412387]"
28,"[794, 794, 795, 796, 794, 795, 795, 797, 794, 794, 796, 795]",794.9166666666666,178.24571061134338,112.04211556990477,3.1293275683233293,"[-0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17544633017412387, -0.17508269018743108, -0.17526455026455026, -0.17526455026455026, -0.17562802996914942, -0.17508269018743108, -0.17508269018743108, -0.17544633017412387, -0.17526455026455026]"
29,"[793, 794, 795, 800, 795, 795, 794, 798, 798, 796, 795, 794]",795.5833333333334,233.1711540222168,112.27649056990475,3.114199659351691,"[-0.1749007498897221, -0.17526455026455026, -0.17508269018743108, -0.17617264919621228, -0.17526455026455026, -0.17526455026455026, -0.17508269018743108, -0.17580964970257765, -0.17580964970257765, -0.17544633017412387, -0.17526455026455026, -0.17508269018743108]"
30,"[802, 794, 794, 798, 794, 796, 805, 794, 800, 794, 796, 794]",796.75,179.60656094551086,111.46746279212698,3.0712009754141074,"[-0.17653532907770195, -0.17508269018743108, -0.17508269018743108, -0.17580964970257765, -0.17508269018743108, -0.17544633017412387, -0.177078750549934, -0.17508269018743108, -0.17617264919621228, -0.17508269018743108, -0.17544633017412387, -0.17508269018743108]"
31,"[797, 794, 794, 794, 800, 800, 794, 794, 798, 795, 794, 798]",796.0,179.213876247406,111.67406001434922,3.1060994251151315,"[-0.17562802996914942, -0.17508269018743108, -0.17508269018743108, -0.17508269018743108, -0.17617264919621228, -0.17617264919621228, -0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17580964970257765, -0.17508269018743108, -0.17580964970257765]"
32,"[794, 798, 794, 795, 794, 795, 798, 794, 794, 795, 794, 798]",795.25,177.3879976272583,111.44489334768252,3.088721432832237,"[-0.17508269018743108, -0.17580964970257765, -0.17508269018743108, -0.17526455026455026, -0.17508269018743108, -0.17526455026455026, -0.17580964970257765, -0.17508269018743108, -0.17508269018743108, -0.17526455026455026, -0.17508269018743108, -0.17580964970257765]"
33,"[798, 794, 798, 795, 794, 793, 797, 798, 794, 794, 801, 793]",795.75,204.38565587997437,111.50392112546034,3.082408533935979,"[-0.17580964970257765, -0.17508269018743108, -0.17580964970257765, -0.17526455026455026, -0.17508269018743108, -0.1749007498897221, -0.17562802996914942, -0.17580964970257765, -0.17508269018743108, -0.17508269018743108, -0.1763540290620872, -0.1749007498897221]"
34,"[794, 798, 794, 795, 794, 793, 798, 795, 794, 800, 794, 795]",795.3333333333334,177.48101711273193,111.44662945879367,3.1165118361727084,"[-0.17508269018743108, -0.17580964970257765, -0.17508269018743108, -0.17526455026455026, -0.17508269018743108, -0.1749007498897221, -0.17580964970257765, -0.17526455026455026, -0.17508269018743108, -0.17617264919621228, -0.17508269018743108, -0.17526455026455026]"
35,"[794, 796, 794, 796, 806, 795, 795, 795, 796, 795, 795, 799]",796.3333333333334,179.19571328163147,111.49697668101588,3.1249375482165225,"[-0.17508269018743108, -0.17544633017412387, -0.17725973169122497, -0.17508269018743108, -0.17544633017412387, -0.17526455026455026, -0.17526455026455026, -0.17526455026455026, -0.17544633017412387, -0.17526455026455026, -0.17526455026455026, -0.1759911894273128]"
